quote_id,product_family,power_kw,weight_kg,pressure_bar,material_grade,custom_machining_hours,num_components,tolerance_class,order_quantity,lead_time_days,customer_segment,region,competitor_present,contract_type,gross_margin_kusd,final_price_kusd
Q00210,Valve-Z,12.9,89.0,236.1,Stainless,8.4,73,Precision,37,129.0,SMB,East,No,Spot,7.32,28.21
Q00211,Pump-A,35.5,133.0,205.4,Standard,11.7,61,Std,29,91.0,MidMarket,North,Yes,Spot,6.5,33.19
Q00212,Pump-B,95.1,382.0,246.2,Standard,55.3,74,Precision,32,38.0,MidMarket,East,Yes,Spot,16.46,86.69
Q00213,Compressor-Y,362.0,1273.0,67.7,Stainless,92.4,309,Std,2,138.0,Enterprise,West,Yes,Spot,41.83,221.53
Q00214,Pump-A,37.3,130.0,109.8,Standard,29.4,45,Std,14,110.0,MidMarket,West,Yes,Annual,6.9,37.09
Q00215,Compressor-X,191.5,685.0,248.8,Standard,53.3,123,Std,41,,Enterprise,North,Yes,Annual,6.25,103.81
Q00216,Turbine-T,433.4,,136.6,Standard,109.1,186,Std,7,147.0,Enterprise,North,Yes,Annual,37.39,268.26
Q00217,Turbine-T,591.7,2007.0,32.3,Standard,36.0,258,Std,27,92.0,SMB,East,No,Framework,54.65,305.67
Q00218,Pump-B,48.2,209.0,116.7,Stainless,48.7,171,Std,42,81.0,SMB,East,No,Spot,25.17,81.32
Q00219,Pump-A,41.5,173.0,131.8,Standard,28.4,69,Std,6,,SMB,North,No,Spot,16.44,48.68
Q00220,Compressor-X,125.1,471.0,98.8,Standard,49.8,162,Std,13,149.0,MidMarket,North,No,Annual,27.78,112.3
Q00221,Compressor-Y,286.2,1073.0,91.2,Stainless,61.4,164,Std,18,133.0,SMB,West,No,Annual,53.23,205.19
Q00222,Pump-B,76.5,320.0,55.3,Alloy,27.5,206,Precision,23,,SMB,South,Yes,Spot,18.53,90.9
Q00223,Compressor-X,184.6,714.0,85.5,Stainless,67.9,230,Precision,16,106.0,MidMarket,West,No,Annual,44.3,169.52
Q00224,Pump-A,36.9,143.0,122.0,Stainless,8.2,72,Std,11,94.0,MidMarket,North,No,Spot,10.86,39.09
Q00225,Pump-A,23.6,137.0,99.2,Alloy,15.9,34,Precision,28,120.0,Enterprise,East,Yes,Annual,3.4,35.93
Q00226,Valve-Z,7.4,82.0,173.4,Standard,38.5,71,Std,37,28.0,Enterprise,East,No,Annual,5.44,28.16
Q00227,Valve-Z,13.6,77.0,126.2,Stainless,14.2,91,Std,48,53.0,MidMarket,East,Yes,Spot,3.52,23.61
Q00228,Pump-B,74.8,336.0,75.2,Standard,17.2,231,Std,43,152.0,Enterprise,North,No,Spot,12.03,67.06
Q00229,Compressor-X,191.1,676.0,183.6,Stainless,37.5,87,Std,35,33.0,Enterprise,East,No,Annual,16.26,113.21
Q00230,Pump-A,22.4,107.0,198.8,Stainless,24.0,61,Precision,47,149.0,SMB,East,Yes,Spot,8.04,40.71
Q00231,Turbine-T,705.2,2395.0,136.6,Stainless,28.3,337,Std,27,94.0,SMB,North,No,Annual,104.14,392.6
Q00232,Pump-A,25.4,121.0,64.9,Standard,20.9,101,Std,15,120.0,MidMarket,East,No,Annual,11.13,39.65
Q00233,Pump-A,40.8,117.0,55.9,Standard,9.8,79,Precision,25,78.0,SMB,North,No,Annual,10.6,42.34
Q00234,Compressor-Y,448.6,1532.0,82.8,Standard,24.9,290,Std,25,91.0,SMB,North,Yes,Annual,30.92,205.75
Q00235,Compressor-X,106.0,457.0,131.0,Titanium,17.2,74,Std,44,41.0,MidMarket,East,Yes,Framework,13.77,109.53
Q00236,Pump-B,58.3,280.0,52.2,Stainless,60.3,91,Std,23,87.0,Enterprise,South,Yes,Annual,9.36,67.54
Q00237,Pump-A,31.7,146.0,207.4,Standard,29.0,52,Std,27,66.0,Enterprise,East,No,Framework,4.95,34.67
Q00238,Valve-Z,8.7,58.0,63.5,Standard,31.4,115,Std,40,20.0,SMB,East,Yes,Spot,4.78,27.55
Q00239,Valve-Z,8.5,59.0,37.6,Titanium,28.8,108,Std,20,121.0,SMB,East,Yes,Spot,9.33,36.83
Q00240,Valve-Z,12.6,51.0,240.2,Alloy,24.4,90,Std,33,68.0,Enterprise,North,No,Spot,5.48,28.63
Q00241,Pump-B,67.8,316.0,164.2,Standard,21.2,142,Ultra,19,50.0,MidMarket,South,Yes,Spot,18.0,89.3
Q00242,Pump-A,32.4,150.0,26.2,Stainless,18.7,73,Std,14,,MidMarket,West,Yes,Annual,8.91,38.88
Q00243,Pump-B,100.1,436.0,217.0,Stainless,45.3,178,Ultra,14,89.0,Enterprise,South,Yes,Spot,20.81,115.16
Q00244,Pump-A,42.5,204.0,78.6,Titanium,17.6,53,Precision,38,35.0,MidMarket,East,No,Annual,16.01,60.0
Q00245,Compressor-X,119.5,459.0,226.3,Stainless,71.8,124,Std,29,153.0,SMB,North,Yes,Framework,18.83,110.09
Q00246,Turbine-T,354.2,1255.0,217.6,Standard,69.2,109,Std,14,34.0,MidMarket,South,No,Framework,72.85,275.93
Q00247,Compressor-Y,324.5,1155.0,120.8,Stainless,69.2,155,Precision,40,,MidMarket,East,No,Spot,69.13,253.9
Q00248,Pump-B,99.2,409.0,32.1,Stainless,46.0,219,Std,12,158.0,MidMarket,East,No,Spot,27.45,96.09
Q00249,Pump-A,28.5,120.0,217.7,Standard,32.7,103,Std,40,35.0,MidMarket,South,Yes,Spot,6.57,38.24
Q00250,Compressor-Y,245.6,845.0,107.3,Stainless,41.0,145,Ultra,6,23.0,MidMarket,East,No,Annual,75.67,267.18
Q00251,Compressor-Y,396.0,1369.0,210.2,Stainless,95.6,320,Precision,2,59.0,MidMarket,West,Yes,Framework,65.89,281.78
Q00252,Valve-Z,8.5,59.0,181.3,Stainless,22.8,65,Precision,10,114.0,MidMarket,West,No,Spot,9.61,32.45
Q00253,Compressor-Y,276.2,1036.0,137.0,Stainless,26.7,130,Std,33,24.0,Enterprise,North,Yes,Framework,7.01,147.82
Q00254,Turbine-T,748.2,2500.0,198.7,Standard,68.3,264,Std,40,24.0,Enterprise,North,Yes,Annual,21.68,312.48
Q00255,Pump-A,29.6,113.0,84.5,Standard,26.0,73,Precision,11,31.0,Enterprise,North,No,Spot,10.95,44.38
Q00256,Pump-A,29.3,118.0,182.5,Standard,10.4,35,Precision,9,57.0,SMB,South,Yes,Spot,11.0,38.77
Q00257,Compressor-X,175.5,631.0,59.9,Stainless,53.1,66,Std,41,56.0,MidMarket,South,No,Spot,21.6,117.97
Q00258,Pump-B,61.2,295.0,7.2,Stainless,46.5,87,Std,37,31.0,Enterprise,North,No,Spot,13.81,69.49
Q00259,Valve-Z,11.8,,66.7,Standard,8.9,97,Precision,32,136.0,MidMarket,South,No,Annual,5.04,24.84
Q00260,Compressor-X,98.5,445.0,75.5,Stainless,35.2,95,Std,12,78.0,MidMarket,South,No,Framework,24.19,102.67
Q00261,Compressor-Y,290.2,1061.0,204.0,Standard,57.3,122,Std,43,121.0,SMB,West,Yes,Spot,36.14,178.97
Q00262,Compressor-X,186.9,708.0,185.6,Stainless,39.8,162,Precision,46,76.0,SMB,East,Yes,Framework,19.3,134.6
Q00263,Valve-Z,13.0,80.0,78.1,Stainless,14.8,97,Std,11,,MidMarket,East,No,Spot,7.14,27.56
Q00264,Valve-Z,11.7,87.0,207.4,Alloy,31.9,117,Ultra,28,87.0,SMB,West,Yes,Spot,8.73,45.51
Q00265,Pump-B,58.0,218.0,46.8,Stainless,34.1,95,Ultra,1,128.0,MidMarket,North,No,Annual,34.96,107.2
Q00266,Compressor-X,216.3,778.0,164.4,Alloy,32.1,128,Ultra,49,129.0,SMB,North,Yes,Framework,21.17,174.13
Q00267,Turbine-T,508.9,1751.0,158.2,Alloy,94.7,152,Std,24,84.0,Enterprise,North,No,Spot,67.3,338.7
Q00268,Compressor-X,167.6,645.0,117.1,Stainless,54.1,194,Std,18,49.0,MidMarket,South,No,Framework,22.5,123.15
Q00269,Compressor-X,205.8,741.0,30.1,Standard,44.6,129,Std,49,25.0,MidMarket,East,No,Spot,33.08,132.09
Q00270,Compressor-Y,230.6,866.0,228.8,Alloy,104.7,243,Std,38,81.0,SMB,South,No,Spot,49.09,211.53
Q00271,Pump-B,100.1,412.0,36.3,Alloy,19.4,130,Std,19,94.0,Enterprise,West,No,Spot,23.6,86.86
Q00272,Valve-Z,12.6,51.0,146.6,Stainless,27.7,40,Std,22,50.0,Enterprise,North,Yes,Spot,3.54,24.01
Q00273,Valve-Z,6.1,74.0,105.1,Standard,14.1,102,Std,16,91.0,SMB,East,No,Spot,7.19,25.46
Q00274,Pump-A,24.0,179.0,123.3,Titanium,34.1,106,Ultra,24,101.0,SMB,South,Yes,Spot,16.08,73.01
Q00275,Compressor-Y,364.3,1284.0,244.8,Standard,59.8,142,Std,4,105.0,SMB,East,Yes,Framework,49.49,208.87
Q00276,Pump-B,56.4,295.0,229.9,Stainless,55.8,135,Std,30,61.0,MidMarket,North,Yes,Spot,11.1,69.97
Q00277,Valve-Z,12.3,78.0,112.5,Standard,30.1,48,Precision,37,109.0,Enterprise,South,Yes,Spot,6.16,29.94
Q00278,Turbine-T,733.6,2515.0,48.2,Standard,113.6,333,Std,33,98.0,MidMarket,West,Yes,Annual,54.59,356.0
Q00279,Compressor-Y,251.1,970.0,207.4,Standard,104.0,181,Std,44,50.0,Enterprise,South,No,Spot,34.3,182.15
Q00280,Valve-Z,9.8,69.0,116.2,Standard,22.6,63,Std,24,91.0,Enterprise,East,Yes,Spot,3.18,22.27
Q00281,Compressor-Y,370.3,1293.0,67.7,Standard,109.2,185,Std,44,152.0,Enterprise,West,Yes,Framework,6.61,179.68
Q00282,Pump-A,40.7,182.0,133.8,Stainless,13.5,100,Precision,18,49.0,MidMarket,North,No,Framework,9.71,46.18
Q00283,Valve-Z,6.1,63.0,155.6,Stainless,11.7,37,Std,38,142.0,MidMarket,East,No,Annual,4.58,20.55
Q00284,Pump-A,41.0,159.0,67.2,Stainless,14.1,97,Precision,28,104.0,SMB,South,No,Spot,14.19,50.33
Q00285,Compressor-X,93.9,362.0,238.9,Stainless,32.5,180,Precision,6,118.0,Enterprise,South,Yes,Annual,19.76,110.96
Q00286,Pump-A,35.2,111.0,39.8,Alloy,29.6,32,Precision,6,71.0,MidMarket,South,No,Spot,20.07,57.66
Q00287,Pump-B,99.5,382.0,86.8,Stainless,43.1,71,Precision,16,78.0,SMB,East,No,Annual,30.23,101.21
Q00288,Compressor-Y,203.4,761.0,102.1,Standard,104.4,216,Precision,16,34.0,MidMarket,North,No,Spot,70.2,229.55
Q00289,Valve-Z,10.2,114.0,219.5,Alloy,32.0,98,Std,14,33.0,SMB,North,Yes,Spot,8.9,34.6
Q00290,Compressor-X,117.5,480.0,10.1,Alloy,31.6,202,Std,45,152.0,SMB,South,No,Annual,27.53,119.36
Q00291,Pump-A,32.4,126.0,245.8,Stainless,12.3,106,Std,4,38.0,MidMarket,South,No,Annual,12.27,41.79
Q00292,Valve-Z,11.6,73.0,161.2,Alloy,19.1,116,Precision,47,73.0,Enterprise,South,Yes,Spot,4.77,31.44
Q00293,Compressor-X,164.6,587.0,240.4,Stainless,77.7,62,Precision,16,47.0,SMB,North,No,Framework,46.93,161.03
Q00294,Compressor-X,141.7,559.0,128.7,Titanium,46.5,226,Precision,13,134.0,MidMarket,East,Yes,Spot,33.2,166.06
Q00295,Pump-B,110.8,487.0,165.2,Standard,56.0,108,Ultra,44,107.0,MidMarket,North,No,Annual,21.05,114.39
Q00296,Pump-B,90.0,367.0,180.7,Alloy,45.3,183,Ultra,42,106.0,SMB,North,Yes,Annual,21.35,117.66
Q00297,Pump-A,20.7,,165.6,Stainless,26.3,51,Ultra,12,116.0,MidMarket,West,Yes,Spot,16.46,56.13
Q00298,Compressor-X,187.3,703.0,72.1,Standard,29.6,196,Std,39,23.0,MidMarket,South,Yes,Annual,18.86,113.73
Q00299,Valve-Z,7.8,45.0,35.9,Stainless,16.1,42,Std,49,88.0,SMB,West,No,Framework,5.09,22.24
Q00300,Valve-Z,14.9,122.0,113.1,Stainless,16.2,87,Std,46,139.0,Enterprise,South,No,Spot,5.28,26.54
Q00301,Valve-Z,6.0,70.0,170.4,Standard,11.7,105,Precision,25,69.0,MidMarket,South,No,Annual,6.08,26.53
Q00302,Valve-Z,10.5,33.0,104.4,Titanium,16.9,50,Ultra,30,71.0,SMB,South,Yes,Spot,6.85,38.34
Q00303,Pump-B,68.9,277.0,81.0,Standard,45.8,227,Std,30,127.0,Enterprise,West,Yes,Annual,6.73,66.06
Q00304,Pump-B,106.9,412.0,178.2,Stainless,19.8,80,Std,4,,SMB,West,No,Annual,30.31,88.9
Q00305,Compressor-X,128.7,496.0,121.6,Stainless,34.7,163,Precision,31,42.0,MidMarket,North,No,Annual,26.83,126.52
Q00306,Pump-B,53.1,,68.9,Standard,43.6,196,Ultra,7,65.0,SMB,North,Yes,Annual,25.62,102.3
Q00307,Compressor-Y,236.6,881.0,20.9,Stainless,70.7,352,Precision,16,42.0,SMB,South,Yes,Spot,55.16,228.47
Q00308,Compressor-X,176.0,651.0,91.4,Alloy,66.5,139,Std,25,83.0,SMB,East,No,Spot,49.95,158.86
Q00309,Valve-Z,13.5,93.0,122.9,Stainless,39.0,91,Precision,48,35.0,MidMarket,East,No,Framework,7.67,37.31
Q00310,Valve-Z,13.6,93.0,40.4,Stainless,18.9,117,Std,26,153.0,SMB,West,No,Spot,6.28,28.69
Q00311,Compressor-X,176.4,,17.3,Standard,57.0,172,Precision,28,147.0,MidMarket,South,Yes,Framework,17.61,129.79
Q00312,Compressor-Y,412.7,1477.0,164.0,Alloy,39.3,176,Precision,10,116.0,SMB,West,Yes,Framework,53.99,265.21
Q00313,Compressor-Y,204.9,792.0,100.9,Stainless,58.7,336,Precision,12,93.0,Enterprise,North,Yes,Spot,46.57,208.74
Q00314,Valve-Z,12.9,95.0,125.8,Standard,18.6,82,Std,15,131.0,Enterprise,West,No,Annual,5.63,25.49
Q00315,Compressor-X,148.4,525.0,229.9,Standard,46.9,138,Precision,37,87.0,MidMarket,West,Yes,Spot,16.89,117.47
Q00316,Valve-Z,8.1,60.0,89.2,Standard,29.0,97,Std,2,68.0,MidMarket,North,Yes,Spot,7.93,29.39
Q00317,Pump-A,41.3,172.0,190.6,Standard,26.7,110,Ultra,45,77.0,SMB,South,No,Spot,16.42,63.27
Q00318,Compressor-Y,415.3,1469.0,96.6,Alloy,85.7,318,Std,19,133.0,SMB,South,No,Spot,89.17,289.03
Q00319,Compressor-X,137.1,521.0,117.5,Standard,26.2,98,Std,23,45.0,Enterprise,East,Yes,Annual,14.88,94.32
Q00320,Compressor-Y,325.5,1142.0,61.5,Standard,66.1,235,Std,12,40.0,SMB,East,No,Annual,57.55,213.7
Q00321,Compressor-X,118.8,479.0,73.9,Standard,26.4,96,Std,6,112.0,SMB,North,Yes,Spot,31.43,107.27
Q00322,Turbine-T,716.5,2428.0,38.4,Stainless,111.9,331,Std,30,33.0,Enterprise,South,No,Framework,60.52,369.44
Q00323,Pump-A,18.3,106.0,126.6,Standard,13.7,83,Precision,20,,MidMarket,West,Yes,Annual,5.53,34.11
Q00324,Pump-B,62.1,,136.9,Stainless,46.7,148,Precision,31,43.0,SMB,East,Yes,Annual,16.25,82.37
Q00325,Turbine-T,673.2,2269.0,28.8,Alloy,47.3,222,Std,6,148.0,SMB,North,No,Spot,160.31,458.14
Q00326,Compressor-X,138.3,515.0,17.6,Standard,42.1,209,Std,11,79.0,SMB,North,Yes,Annual,30.53,118.0
Q00327,Valve-Z,11.6,70.0,170.3,Stainless,13.7,91,Precision,9,142.0,Enterprise,North,Yes,Spot,6.61,29.1
Q00328,Pump-A,23.0,155.0,216.0,Alloy,26.8,42,Std,28,46.0,SMB,North,Yes,Annual,6.24,37.42
Q00329,Pump-A,43.7,154.0,122.7,Stainless,25.6,42,Ultra,45,108.0,MidMarket,South,No,Spot,11.38,56.34
Q00330,Compressor-X,202.9,667.0,41.0,Standard,76.3,166,Ultra,3,78.0,SMB,South,No,Spot,69.85,218.1
Q00331,Pump-A,40.5,181.0,211.5,Stainless,12.8,30,Precision,12,134.0,SMB,West,No,Framework,11.07,44.09
Q00332,Compressor-Y,249.0,905.0,104.7,Alloy,96.4,179,Precision,28,93.0,Enterprise,West,Yes,Spot,26.13,211.95
Q00333,Compressor-Y,413.1,1450.0,244.8,Standard,54.4,137,Ultra,35,,SMB,West,No,Spot,78.07,313.68
Q00334,Pump-B,99.3,438.0,157.6,Standard,27.4,240,Precision,34,120.0,Enterprise,South,No,Annual,12.6,85.15
Q00335,Pump-A,35.2,171.0,6.1,Alloy,35.3,115,Std,37,121.0,SMB,South,No,Annual,15.26,53.42
Q00336,Pump-A,41.7,121.0,240.6,Stainless,12.8,76,Std,23,21.0,SMB,South,No,Spot,15.16,45.0
Q00337,Pump-A,27.5,115.0,126.0,Alloy,28.0,100,Ultra,36,86.0,SMB,South,No,Spot,18.5,65.94
Q00338,Pump-B,57.9,264.0,162.2,Standard,33.3,113,Std,7,36.0,SMB,East,Yes,Spot,17.68,67.75
Q00339,Pump-B,77.2,324.0,10.1,Titanium,53.3,131,Std,34,37.0,Enterprise,East,Yes,Framework,8.29,82.87
Q00340,Compressor-Y,403.6,1387.0,210.3,Standard,59.6,212,Std,41,100.0,SMB,South,No,Spot,55.6,225.57
Q00341,Pump-B,91.6,339.0,249.4,Standard,66.4,218,Std,29,115.0,Enterprise,East,No,Framework,14.64,82.71
Q00342,Pump-B,94.4,421.0,96.0,Standard,22.3,126,Std,47,70.0,MidMarket,West,Yes,Annual,9.86,66.22
Q00343,Pump-A,42.3,171.0,66.7,Stainless,33.9,44,Std,27,73.0,Enterprise,East,No,Spot,9.72,43.77
Q00344,Turbine-T,675.4,2271.0,191.2,Stainless,105.4,157,Precision,27,104.0,SMB,South,Yes,Framework,63.76,399.1
Q00345,Pump-B,95.8,418.0,78.4,Standard,57.7,81,Std,14,115.0,Enterprise,North,Yes,Spot,13.05,75.58
Q00346,Valve-Z,7.9,24.0,137.5,Stainless,30.2,36,Precision,39,35.0,Enterprise,East,No,Spot,5.54,28.2
Q00347,Pump-A,22.2,70.0,201.9,Stainless,23.7,65,Std,39,51.0,MidMarket,North,Yes,Spot,4.74,32.66
Q00348,Compressor-X,220.8,812.0,69.9,Titanium,35.0,222,Precision,15,35.0,MidMarket,East,Yes,Spot,48.57,197.25
Q00349,Pump-A,19.1,105.0,191.2,Stainless,38.9,74,Std,36,96.0,Enterprise,East,Yes,Annual,2.22,33.87
Q00350,Turbine-T,698.1,2353.0,190.0,Alloy,60.3,151,Std,8,125.0,MidMarket,North,Yes,Annual,93.41,396.51
Q00351,Pump-B,80.6,361.0,249.0,Standard,51.8,184,Std,45,106.0,Enterprise,East,No,Annual,12.89,74.96
Q00352,Compressor-Y,296.4,1045.0,151.7,Standard,64.2,318,Ultra,45,43.0,MidMarket,East,No,Framework,45.41,259.53
Q00353,Compressor-X,123.3,488.0,231.7,Standard,77.1,154,Std,10,73.0,SMB,South,No,Annual,39.37,129.54
Q00354,Compressor-X,151.9,583.0,196.4,Stainless,23.5,208,Precision,36,108.0,MidMarket,North,No,Annual,32.74,137.43
Q00355,Pump-A,39.7,174.0,5.1,Stainless,22.2,85,Std,27,74.0,MidMarket,South,No,Spot,10.83,43.58
Q00356,Compressor-Y,209.9,816.0,39.9,Stainless,117.6,218,Std,14,114.0,Enterprise,East,No,Annual,54.07,204.49
Q00357,Compressor-Y,275.8,999.0,97.6,Standard,113.1,352,Precision,30,108.0,MidMarket,East,Yes,Framework,34.69,219.93
Q00358,Compressor-Y,272.8,939.0,110.1,Standard,81.5,302,Std,22,111.0,Enterprise,West,Yes,Spot,28.23,178.97
Q00359,Compressor-X,133.9,549.0,141.7,Stainless,51.8,209,Precision,42,78.0,MidMarket,North,Yes,Spot,21.04,129.04
Q00360,Compressor-Y,321.1,1159.0,171.7,Standard,93.3,201,Precision,5,53.0,SMB,South,Yes,Spot,59.24,243.62
Q00361,Compressor-Y,406.1,1408.0,121.9,Standard,97.0,211,Ultra,9,93.0,SMB,East,No,Spot,111.01,361.44
Q00362,Pump-A,40.4,135.0,209.4,Titanium,28.2,101,Std,8,63.0,SMB,East,Yes,Annual,13.81,54.94
Q00363,Valve-Z,6.5,27.0,67.4,Standard,31.8,104,Std,47,145.0,MidMarket,East,Yes,Annual,3.38,24.98
Q00364,Turbine-T,659.8,2199.0,174.1,Standard,104.8,254,Precision,22,143.0,SMB,North,No,Spot,132.19,453.92
Q00365,Pump-A,37.6,129.0,173.2,Stainless,17.9,47,Precision,18,103.0,SMB,South,Yes,Framework,9.36,43.02
Q00366,Valve-Z,6.8,80.0,160.8,Standard,28.7,35,Ultra,11,,Enterprise,West,No,Annual,7.8,34.4
Q00367,Compressor-Y,349.8,1248.0,124.6,Alloy,42.1,290,Precision,13,144.0,Enterprise,West,No,Spot,61.51,263.16
Q00368,Compressor-Y,194.6,755.0,164.0,Stainless,91.1,100,Precision,33,128.0,MidMarket,North,No,Annual,34.38,191.36
Q00369,Compressor-X,180.4,673.0,188.2,Stainless,30.7,78,Precision,12,154.0,Enterprise,West,Yes,Spot,24.86,132.19
Q00370,Valve-Z,6.8,58.0,210.0,Titanium,31.4,76,Precision,49,135.0,Enterprise,South,No,Annual,4.9,35.38
Q00371,Compressor-Y,352.1,1259.0,169.2,Stainless,62.9,232,Precision,32,148.0,SMB,South,Yes,Spot,44.3,237.89
Q00372,Pump-B,96.7,387.0,204.1,Standard,39.9,204,Std,31,140.0,SMB,South,No,Spot,22.48,85.7
Q00373,Valve-Z,8.2,74.0,90.5,Titanium,25.6,45,Precision,36,133.0,MidMarket,East,No,Spot,9.91,38.03
Q00374,Valve-Z,14.2,108.0,181.9,Standard,17.7,59,Std,13,56.0,MidMarket,West,No,Annual,7.21,26.36
Q00375,Valve-Z,8.5,55.0,174.8,Standard,16.3,58,Ultra,43,81.0,SMB,East,Yes,Framework,3.98,27.91
Q00376,Compressor-Y,322.0,1136.0,145.1,Standard,110.8,123,Precision,37,91.0,MidMarket,East,No,Spot,59.52,244.5
Q00377,Compressor-Y,237.3,893.0,190.4,Stainless,37.0,158,Precision,27,49.0,MidMarket,West,Yes,Annual,23.61,179.81
Q00378,Turbine-T,384.3,1345.0,72.5,Standard,24.7,223,Precision,32,65.0,Enterprise,North,No,Spot,52.77,287.39
Q00379,Pump-A,43.0,197.0,184.2,Stainless,21.3,106,Std,23,56.0,SMB,West,No,Annual,12.42,46.68
Q00380,Pump-B,52.8,244.0,93.3,Standard,75.5,196,Std,7,79.0,Enterprise,West,Yes,Framework,8.7,70.26
Q00381,Compressor-X,138.9,518.0,182.3,Standard,60.3,240,Std,23,76.0,MidMarket,North,No,Annual,26.04,118.9
Q00382,Pump-A,32.1,104.0,170.6,Stainless,20.6,100,Precision,42,124.0,SMB,West,Yes,Spot,8.38,43.72
Q00383,Valve-Z,7.5,56.0,210.8,Titanium,13.6,79,Std,16,29.0,MidMarket,South,Yes,Spot,5.72,28.51
Q00384,Valve-Z,12.0,64.0,117.3,Standard,39.3,51,Std,14,117.0,Enterprise,North,No,Spot,6.73,29.3
Q00385,Valve-Z,13.4,90.0,48.1,Standard,9.4,97,Std,18,98.0,SMB,East,No,Spot,8.43,26.87
Q00386,Pump-B,52.1,219.0,174.0,Standard,63.2,176,Precision,3,115.0,Enterprise,North,No,Spot,25.64,91.84
Q00387,Pump-B,59.9,258.0,70.1,Standard,64.6,157,Std,14,28.0,Enterprise,West,Yes,Spot,10.26,69.21
Q00388,Valve-Z,11.3,76.0,164.3,Standard,20.3,115,Std,31,109.0,SMB,East,No,Spot,7.54,28.55
Q00389,Valve-Z,13.4,134.0,117.9,Standard,24.4,43,Std,21,71.0,SMB,North,Yes,Spot,5.66,25.9
Q00390,Pump-A,24.7,129.0,7.0,Standard,8.7,32,Std,49,,MidMarket,East,No,Annual,7.89,30.97
Q00391,Compressor-X,211.1,767.0,234.5,Standard,26.6,225,Precision,32,101.0,MidMarket,East,No,Annual,31.36,146.51
Q00392,Pump-B,48.7,231.0,152.2,Titanium,32.8,227,Std,13,39.0,Enterprise,North,Yes,Spot,12.1,80.05
Q00393,Compressor-X,109.1,430.0,48.9,Stainless,54.0,108,Std,18,77.0,Enterprise,East,Yes,Annual,15.34,99.95
Q00394,Pump-B,78.8,325.0,163.4,Alloy,72.3,93,Precision,13,42.0,MidMarket,East,No,Spot,33.07,112.09
Q00395,Valve-Z,11.5,83.0,69.8,Stainless,18.8,83,Std,28,73.0,SMB,East,No,Annual,6.91,27.45
Q00396,Valve-Z,12.5,126.0,164.8,Stainless,10.4,90,Std,16,111.0,MidMarket,North,Yes,Spot,4.04,23.82
Q00397,Pump-A,27.3,112.0,232.3,Alloy,22.3,98,Precision,9,130.0,Enterprise,North,No,Framework,9.0,46.35
Q00398,Compressor-X,109.5,406.0,38.6,Standard,40.4,84,Std,31,36.0,MidMarket,South,No,Spot,16.41,92.27
Q00399,Compressor-Y,275.1,968.0,99.4,Standard,99.5,150,Ultra,10,62.0,SMB,West,No,Annual,84.59,293.79
Q00400,Compressor-Y,340.7,1228.0,171.1,Standard,74.5,141,Std,25,152.0,SMB,East,Yes,Annual,37.48,195.44
Q00401,Turbine-T,563.1,1915.0,44.4,Stainless,99.3,337,Std,47,28.0,Enterprise,West,Yes,Framework,37.57,311.72
Q00402,Compressor-Y,329.2,1171.0,117.9,Alloy,54.7,207,Precision,2,119.0,SMB,South,No,Annual,92.23,288.13
Q00403,Pump-B,105.5,458.0,194.7,Titanium,44.7,95,Std,42,121.0,Enterprise,North,No,Annual,19.99,97.77
Q00404,Pump-B,84.4,413.0,102.6,Stainless,21.0,82,Std,33,153.0,SMB,South,No,Spot,24.39,79.74
Q00405,Valve-Z,9.7,86.0,119.4,Alloy,23.6,93,Std,36,72.0,Enterprise,West,Yes,Spot,4.25,27.4
Q00406,Turbine-T,433.8,1500.0,21.6,Standard,89.0,205,Std,4,80.0,SMB,South,No,Spot,133.75,361.44
Q00407,Pump-B,105.9,456.0,140.9,Standard,43.2,206,Std,8,72.0,SMB,North,No,Annual,28.17,94.7
Q00408,Valve-Z,14.1,90.0,220.6,Titanium,14.7,36,Std,34,73.0,MidMarket,East,Yes,Spot,2.47,25.35
Q00409,Compressor-Y,385.8,1388.0,225.2,Standard,60.4,115,Std,27,98.0,MidMarket,East,Yes,Spot,41.12,204.56
Q00410,Compressor-X,168.8,634.0,122.3,Stainless,70.8,146,Std,37,117.0,SMB,West,No,Annual,33.72,136.15
Q00411,Turbine-T,395.7,1379.0,14.5,Alloy,64.2,197,Precision,12,74.0,MidMarket,North,No,Annual,90.76,369.98
Q00412,Valve-Z,13.6,61.0,15.5,Stainless,31.5,41,Std,34,28.0,Enterprise,West,No,Annual,3.28,24.94
Q00413,Pump-B,64.5,293.0,209.6,Standard,35.8,152,Std,45,30.0,MidMarket,South,Yes,Annual,9.56,63.23
Q00414,Valve-Z,12.0,78.0,23.3,Alloy,14.8,76,Std,15,144.0,SMB,North,Yes,Annual,5.97,26.76
Q00415,Turbine-T,518.0,1817.0,132.5,Standard,113.8,263,Std,31,59.0,MidMarket,West,No,Spot,83.22,336.91
Q00416,Valve-Z,7.2,53.0,6.8,Stainless,36.6,71,Precision,21,152.0,SMB,East,No,Spot,9.12,35.38
Q00417,Compressor-X,178.7,650.0,227.5,Standard,77.3,176,Ultra,46,112.0,Enterprise,North,Yes,Annual,24.68,168.02
Q00418,Compressor-X,176.5,612.0,35.6,Stainless,43.6,168,Precision,20,131.0,MidMarket,North,Yes,Framework,22.26,135.23
Q00419,Compressor-X,206.9,723.0,173.6,Standard,71.4,186,Precision,45,117.0,MidMarket,East,No,Annual,36.02,159.18
